가맹점명,가맹점유형,업종명,시도명,시군구명,시군구코드,소재지도로명주소,전화번호,관리기관명,관리기관전화번호,데이터기준일자
소문난왕대박수산,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로93번길 4-6 1층,033-264-8255,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소문난의정부부대찌개(2호점),일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 보안길 6-1, 1층 (후평동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소문난의정부부대찌개춘천시청점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 보안길 6-1, 1층 (후평동)",033-251-1020,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소문난횟집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서면 박사로 201 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소반애,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 춘천로 527-58 .,033-251-6812,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소복소복,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길44번길 7-14 1층,033-261-6835,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소봄,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로2279번길 15-1 1층(온의동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소소떡볶이 한림대점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로80번길 3 (교동),033-242-1732,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소소오뎅,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두1길 79 1층(우두동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소소한 밥상,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로 138 지하1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양가든,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 사우5길 29 1층(사농동),033-254-2445,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 공지로 480, 지층 (근화동)",033-243-8844,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 남산면 김유정로 307 소양강,033-263-8338,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강농원 황금장어,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 신북읍 신샘밭로 388-8 , 388-6",033-242-2466,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강농원콩이랑두부랑,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 사우벌길 15 (사농동),033-242-0200,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강다슬기전문점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 시청길12번길 17-5 1층,033-242-9533,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강다슬기학곡점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 영서로 1791 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강닭갈비막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로 2668-14 (소양로1가),033-256-6878,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강맛집곤드레나물밥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 신샘밭로 433 1층,033-244-9952,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강먹촌,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 상천3길 4 1층,033-242-4043,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강송어횟집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동면 가산로 186-5,033-242-1002,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강숯불오리,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자1동 547,033-254-5340,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강숯불장어촌,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 정족길 191 1층,070-1386-8488,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강처녀닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2666 1층,033-255-9006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양강한식,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 공지로 480 (근화동),033-241-6667,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양댐산채바우,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 느치골길 2 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양댐우미숯불닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 신북읍 신샘밭로 701, 1층",033-242-1759,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양댐휴게소,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 신샘밭로 862,033-241-3755,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양손두부,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 소양로219번길 6, 1층 (소양로1가)",033-254-5157,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양페리카나,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로 126 소양로4가,033-253-8281,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소양호어탕국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동면 춘천순환로 474, 1층",033-241-9997,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소울림,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스포츠타운길 344 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소유비컴퍼니,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 아침길 9 소유비컴퍼니,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소주고개로닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남면 소주고개로 238 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소쿠리해장국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서부대성로 223-2 (효자동),033-244-9356,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소풍,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남춘로36번길 71 (퇴계동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소풍길분식,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동면 춘천순환로 901, 1층",033-252-7001,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소풍김밥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 아침길 9 (조양동),033-241-0747,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소풍꼬마김밥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로 175-1 1층 좌측,033-244-1973,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소풍앤리조트,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 윗성골길 38-2 1층,033-432-6006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
소확행피자춘천광장점,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 전원안길 11-1 1층 소확행피자광장점,033-253-0044,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초닭강정,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 백령로 4 1층 102호,033-253-2539,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로44번길 5 요선동,033-251-0582,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초이모네,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 보안길 18-1 (후평동),033-244-2295,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초장칼,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 외솔길19번길 56-13 .,033-263-6835,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초항한마리동태찌개,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 요선동 14-13,070-4320-3837,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초회냉면,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길44번길 22 1층,033-264-6400,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속초회냉면,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로138번길 13 (운교동),033-257-4696,강원특별자치도 춘천시청,033-250-4043,2025-07-14
속편한한우곰탕엔버섯육개장,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 수변공원길 11, 3동 1층 101호 (삼천동)",033-257-3663,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손님입맛대로,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동부시장길 8, 1-62 (운교동, 동부시장현대아파트)",033-244-7864,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손수해물칼국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길34번길 12 (온의동),033-242-7330,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손정화떡케이크,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로179번길 16 1층,070-8841-1130,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손짜장면을아시나요,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 순환대로 722,033-263-0665,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손차이,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계농공로 20 1층 106호,033-255-0866,강원특별자치도 춘천시청,033-250-4043,2025-07-14
손칼국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 성심로 44 (효자동),033-241-6262,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솔개미닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로2753번길 16 (우두동),033-243-9370,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솔내음닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로2756번길 14 1층,033-252-0019,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솔막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로59번길 16-18 (석사동),033-264-7160,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솔향기,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 종자리로 97-15 1층,033-261-5166,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솜다리,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 소양강로 314 1층,033-256-5588,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솜씨더하기,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 충열로16번길 8 ,1층(우두동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송가네김밥국시,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 칠전서길 45 1동 1층 104호,033-261-5722,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송가네냉면주는알밥집,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 삭주로 78-1, 2층 (교동)",033-251-4002,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송사부수제쌀고로케 이마트춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 경춘로 2353 1층(온의동.이마트),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송암골 평창송어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로 345 2층 효자동,033-261-0407,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송암골막국수닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 송암길 38 (송암동),033-263-9222,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송암골평창송어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 송암길 42-1 (송암동),033-261-0407,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송암손칼국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 송암길 30-6 (송암동),033-263-5334,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송어회담,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 춘천순환로72번길 48 1층,033-263-7785,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송정동핫도그 춘천지사점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 한솔만천로 15-5 .,070-4234-8688,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송주불냉면 (운교점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘천로 185 (운교동),033-251-0980,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송주불냉면(후평점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후만로 79 (후평동),033-255-1722,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송탄부대찌개,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로48번길 13 1층,033-255-8440,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송탄부대찌개,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 지내고탄로 5, 1층 (신동)",033-253-8955,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송탄부대찌개,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서면 박사로 906, 가동",070-1365-8955,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송탄부대찌게(강촌점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 강촌로 325 1층,033-264-8955,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송탄햄버거,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서부대성로 229-1, 3동 1층 (효자동)",033-253-2046,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송학가든,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 북산면 청평리 186,033-243-1561,강원특별자치도 춘천시청,033-250-4043,2025-07-14
송향,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 소양강로 182 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솥뚜껑감자탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로44번길 12 (퇴계동),033-256-8787,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솥뚜껑감자탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 수풍골길 10 (후평동),033-252-5565,강원특별자치도 춘천시청,033-250-4043,2025-07-14
솥뚜껑감자탕퇴계점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 스무숲1길 36-2, 1층 (석사동)",033-263-8878,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쇼카츠,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 방송길 77 2층 2104호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수내닭꼬치,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로204번길 54-1 .,033-256-5517,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수누리감자탕(춘천점),일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 우석로 4 , 1층(석사동)",033-262-7767,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수니로스터즈,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 승지골길 9 1층,033-253-3800,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수다쟁이낙지,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효평길 90 (후평동),033-253-0110,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수라상,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양고개길 47 1층,033-255-1752,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수라죽석사점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로 187, 1층 (석사동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수라찬 협동조합,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲3길 6 1층,033-263-8219,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수아마노,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로77번길 39-2 다동 1층 301호,070-7500-0870,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 97 1층 102호 퇴계동,033-262-8003,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 50 1층(요선동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭 우두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2775 1층,033-241-4242,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭 장학점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 춘천로449번길 9 1층 101호,033-267-1770,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭 한림대점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로 104 (후평동),033-257-1881,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭(후평점),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로326번길 11 1층,033-264-1152,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭남부점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로 153 1층,033-252-5889,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수옛날통닭애막골점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로186번길 6 1층 석사동,033-261-8892,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수원성,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 춘천로 480 .,033-255-3242,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수정족발,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2352-32 10동56호,033-254-9975,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수제돈가스,일반가맹점,양식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 명동길 43, 1층 (죽림동)",070-4417-5234,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수제빵,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효평길 97 1층(후평동),033-251-4876,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수참치,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로79번길 16-26 1층,033-264-3722,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수카츠,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로 64 1층,033-817-2303,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수컷웅춘천애막골점,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로79번길 7-3 1층 1호 1층상가(석사동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수타향,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 신북로 6,033-241-0177,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수피자 (연풍점),일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 벌말길 47, 1층 (석사동)",031-954-5558,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수한우정육식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두1길 49 1층(우두동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
수환닭발,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 국사봉길 12 1층8호(퇴계동),033-241-7055,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숙성21,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 영서로 1381 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숙성21,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 영서로 1381 1층,070-6332-4478,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숙성회마트,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 107 ..,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숙이네해물칼국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로 367-1 (후평동),033-253-6973,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순금송어,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 후석로462번길 96, 1층 2층 (후평동)",033-257-9999,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순대국만세후평점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 춘천로 428-4, 1층 (후평동)",033-262-2445,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순대국집 소예네,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 삭주로 118 (후평동),033-253-1985,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순대박사,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 중앙로194번길 38 (근화동),033-244-6660,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순대실록 춘천점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 184 1층 (석사동),033-255-6888,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순대집,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로 91-1 중앙로2가,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순만이네숯불구이,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 행촌로32번길 5-23 1층,033-254-3550,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순살만공격춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로 331 1층,033-244-8999,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순살만공격후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로 282 1층,033-910-3215,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순수푸드딜리버리,일반가맹점,양식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 춘천로204번길 56, 1층 (효자동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순옥이네옛날닭곰탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로310번길 22 1층 (후평동),033-255-6002,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순이네닭볶음탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 공지로 162-1 (석사동),033-264-1999,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순이네닭볶음탕우두점탕우두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로16번길 12 1층,033-256-1990,강원특별자치도 춘천시청,033-250-4043,2025-07-14
순이네분식,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로296번길 6 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숟가락과젓가락,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 김유정로 1417 B동 102호,033-264-8288,강원특별자치도 춘천시청,033-250-4043,2025-07-14
술짠,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲4길 12 1층,033-2818-8380,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숨고르기,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 자라우새길 68 2층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숨어있는 고깃집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 백령로138번길 56-1 1층,033-243-3506,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숯구촌,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 만천로143번길 58 1층,033-251-0074,강원특별자치도 춘천시청,033-250-4043,2025-07-14
숯불닭갈비나라,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충열로16번길 21-8 (우두동),033-242-2023,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉐프박스 Chef Box,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲3길 16 1층(석사동),033-261-0888,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉘터462(sheltel 462),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로204번길 26 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉬어가는나무,일반가맹점,양식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 영서로 2352-12 풍물시장5동 2호,3호",033-255-5655,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉬즈삼겹,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 애막골길11번길 3 1층,033-263-7533,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉴만한물가,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 수변공원길 54 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
쉼바위 식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 남산면 통곡리 348,033-263-9390,강원특별자치도 춘천시청,033-250-4043,2025-07-14
슈슈쿠킹,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길44번길 25 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
